,Target
11397,1
11398,1
11399,0
11400,0
11401,0
11402,1
11403,0
11404,1
11405,0
11406,1
11407,0
11408,1
11409,0
11410,1
11411,1
11412,0
11413,0
11414,1
11415,0
11416,1
11417,1
11418,0
11419,0
11420,0
11421,1
11422,1
11423,1
11424,0
11425,0
11426,0
11427,1
11428,1
11429,1
11430,1
11431,0
11432,1
11433,0
11434,0
11435,0
11436,1
11437,0
11438,0
11439,0
11440,1
11441,1
11442,0
11443,1
11444,1
11445,0
11446,1
11447,0
11448,1
11449,1
11450,0
11451,1
11452,0
11453,0
11454,0
11455,1
11456,1
11457,0
11458,0
11459,0
11460,1
11461,1
11462,1
11463,1
11464,1
11465,0
11466,0
11467,0
11468,0
11469,1
11470,1
11471,0
11472,1
11473,0
11474,1
11475,0
11476,0
11477,0
11478,0
11479,1
11480,1
11481,1
11482,1
11483,0
11484,1
11485,1
11486,0
11487,0
11488,0
11489,0
11490,1
11491,1
11492,1
11493,1
11494,0
11495,1
11496,0
11497,1
11498,0
11499,1
11500,0
11501,0
11502,1
11503,0
11504,1
11505,0
11506,1
11507,1
11508,1
11509,1
11510,1
11511,0
11512,1
11513,0
11514,0
11515,0
11516,0
11517,1
11518,1
11519,1
11520,0
11521,0
11522,1
11523,0
11524,0
11525,1
11526,0
11527,1
11528,0
11529,1
11530,1
11531,1
11532,0
11533,0
11534,0
11535,0
11536,1
11537,1
11538,0
11539,1
11540,1
11541,0
11542,1
11543,1
11544,0
11545,0
11546,0
11547,0
11548,0
11549,1
11550,1
11551,1
11552,0
11553,0
11554,1
11555,0
11556,0
11557,0
11558,1
11559,0
11560,1
11561,1
11562,0
11563,1
11564,0
11565,1
11566,1
11567,0
11568,1
11569,0
11570,1
11571,1
11572,0
11573,0
11574,1
11575,0
11576,1
11577,1
11578,1
11579,1
11580,1
11581,1
11582,1
11583,0
11584,0
11585,0
11586,0
11587,1
11588,0
11589,0
11590,1
11591,0
11592,0
11593,1
11594,0
11595,0
11596,0
11597,1
11598,1
11599,0
11600,0
11601,1
11602,1
11603,1
11604,0
11605,0
11606,0
11607,1
11608,1
11609,1
11610,1
11611,0
11612,0
11613,0
11614,1
11615,1
11616,0
11617,1
11618,0
11619,0
11620,0
11621,0
11622,1
11623,1
11624,1
11625,0
11626,0
11627,1
11628,1
11629,0
11630,0
11631,0
11632,0
11633,1
11634,1
11635,1
11636,1
11637,0
11638,1
11639,1
11640,1
11641,1
11642,1
11643,0
11644,0
11645,1
11646,0
11647,0
11648,0
11649,0
11650,1
11651,1
11652,1
11653,0
11654,0
11655,0
11656,1
11657,1
11658,0
11659,1
11660,1
11661,1
11662,0
11663,0
11664,1
11665,0
11666,0
11667,1
11668,0
11669,0
11670,0
11671,1
11672,0
11673,1
11674,0
11675,0
11676,1
11677,1
11678,1
11679,0
11680,1
11681,0
11682,1
11683,0
11684,1
11685,0
11686,1
11687,0
11688,0
11689,1
11690,0
11691,1
11692,1
11693,0
11694,0
11695,1
11696,1
11697,1
11698,1
11699,1
11700,1
11701,0
11702,1
11703,0
11704,0
11705,0
11706,0
11707,0
11708,0
11709,1
11710,1
11711,0
11712,0
11713,1
11714,0
11715,1
11716,1
11717,1
11718,0
11719,0
11720,1
11721,1
11722,1
11723,1
11724,0
11725,0
11726,1
11727,0
11728,1
11729,0
11730,0
11731,1
11732,1
11733,0
11734,0
11735,1
11736,0
11737,0
11738,1
11739,1
11740,0
11741,1
11742,1
11743,0
11744,0
11745,1
11746,1
11747,0
11748,1
11749,0
11750,1
11751,1
11752,1
11753,0
11754,0
11755,0
11756,0
11757,0
11758,1
11759,1
11760,0
11761,0
11762,1
11763,1
11764,0
11765,1
11766,0
11767,1
11768,0
11769,0
11770,1
11771,0
11772,1
11773,0
11774,1
11775,0
11776,1
11777,0
11778,1
11779,1
11780,1
11781,1
11782,0
11783,1
11784,1
11785,1
11786,1
11787,0
11788,0
11789,0
11790,0
11791,0
11792,0
11793,0
11794,1
11795,1
11796,1
11797,0
11798,0
11799,1
11800,0
11801,0
11802,0
11803,0
11804,1
11805,1
11806,1
11807,1
11808,0
11809,0
11810,1
11811,0
11812,1
11813,1
11814,0
11815,0
11816,0
11817,0
11818,1
11819,1
11820,0
11821,1
11822,1
11823,0
11824,1
11825,0
11826,1
11827,0
11828,1
11829,1
11830,1
11831,0
11832,0
11833,0
11834,1
11835,0
11836,0
11837,1
11838,1
11839,0
11840,1
11841,1
11842,0
11843,1
11844,1
11845,0
11846,0
11847,0
11848,0
11849,1
11850,0
11851,0
11852,0
11853,1
11854,1
11855,1
11856,1
11857,1
11858,0
11859,1
11860,0
11861,1
11862,0
11863,0
11864,1
11865,0
11866,1
11867,0
11868,1
11869,1
11870,0
11871,1
11872,0
11873,0
11874,1
11875,1
11876,0
11877,0
11878,1
11879,0
11880,0
11881,0
11882,1
11883,0
11884,1
11885,1
11886,1
11887,0
11888,1
11889,0
11890,1
11891,0
11892,0
11893,1
11894,1
11895,0
11896,1
11897,0
11898,0
11899,1
11900,1
11901,0
11902,0
11903,1
11904,1
11905,1
11906,0
11907,1
11908,0
11909,0
11910,0
11911,1
11912,1
11913,0
11914,1
11915,1
11916,1
11917,0
11918,1
11919,1
11920,1
11921,0
11922,1
11923,0
11924,0
11925,1
11926,0
11927,0
11928,0
11929,0
11930,0
11931,1
11932,1
11933,1
11934,0
11935,0
11936,0
11937,1
11938,0
11939,0
11940,1
11941,1
11942,1
11943,1
11944,1
11945,1
11946,0
11947,0
11948,0
11949,1
11950,1
11951,0
11952,0
11953,1
11954,0
11955,0
11956,0
11957,1
11958,1
11959,0
11960,0
11961,1
11962,1
11963,1
11964,1
11965,1
11966,0
11967,1
11968,1
11969,1
11970,0
11971,0
11972,0
11973,1
11974,0
11975,1
11976,1
11977,0
11978,0
11979,0
11980,0
11981,1
11982,0
11983,1
11984,1
11985,0
11986,0
11987,0
11988,1
11989,1
11990,1
11991,0
11992,0
11993,1
11994,1
11995,0
11996,0
11997,1
11998,1
11999,1
12000,1
12001,0
12002,0
12003,1
12004,0
12005,0
12006,0
12007,0
12008,1
12009,1
12010,0
12011,1
12012,1
12013,0
12014,1
12015,0
12016,1
12017,0
12018,1
12019,0
12020,0
12021,1
12022,0
12023,0
12024,1
12025,1
12026,0
12027,0
12028,1
12029,0
12030,1
12031,0
12032,1
12033,0
12034,1
12035,1
12036,0
12037,1
12038,1
12039,1
12040,1
12041,1
12042,0
12043,0
12044,0
12045,1
12046,1
12047,1
12048,0
12049,0
12050,0
12051,0
12052,1
12053,0
12054,1
12055,0
12056,0
12057,0
12058,1
12059,1
12060,0
12061,0
12062,0
12063,1
12064,1
12065,1
12066,1
12067,0
12068,1
12069,0
12070,1
12071,1
12072,1
12073,0
12074,1
12075,0
12076,0
12077,0
12078,0
12079,1
12080,0
12081,0
12082,0
12083,1
12084,1
12085,0
12086,1
12087,0
12088,0
12089,1
12090,0
12091,1
12092,1
12093,1
12094,1
12095,0
12096,0
12097,0
12098,1
12099,0
12100,1
12101,1
12102,0
12103,0
12104,0
12105,1
12106,1
12107,1
12108,1
12109,0
12110,0
12111,0
12112,1
12113,1
12114,0
12115,0
12116,1
12117,1
12118,0
12119,1
12120,0
12121,0
12122,1
12123,0
12124,1
12125,0
12126,1
12127,1
12128,1
12129,0
12130,1
12131,1
12132,0
12133,0
12134,0
12135,0
12136,1
12137,0
12138,0
12139,1
12140,1
12141,1
12142,0
12143,1
12144,1
12145,0
12146,0
12147,1
12148,0
12149,0
12150,1
12151,0
12152,1
12153,1
12154,0
12155,0
12156,0
12157,1
12158,1
12159,1
12160,1
12161,1
12162,1
12163,0
12164,1
12165,0
12166,0
12167,0
12168,0
12169,1
12170,0
12171,0
12172,1
12173,1
12174,0
12175,1
12176,1
12177,1
12178,1
12179,0
12180,0
12181,1
12182,0
12183,0
12184,0
12185,1
12186,0
12187,0
12188,1
12189,1
12190,0
12191,0
12192,0
12193,0
12194,0
12195,1
12196,0
12197,1
12198,1
12199,1
12200,1
12201,0
12202,0
12203,0
12204,1
12205,1
12206,0
12207,1
12208,0
12209,1
12210,1
12211,1
12212,0
12213,0
12214,1
12215,0
12216,1
12217,1
12218,1
12219,1
12220,1
12221,0
12222,0
12223,1
12224,0
12225,0
12226,1
12227,0
12228,0
12229,0
12230,0
12231,1
12232,1
12233,1
12234,0
12235,0
12236,1
12237,0
12238,1
12239,1
12240,0
12241,1
12242,0
12243,0
12244,1
12245,0
12246,1
12247,1
12248,0
12249,0
12250,0
12251,0
12252,1
12253,1
12254,0
12255,1
12256,1
12257,0
12258,0
12259,1
12260,0
12261,0
12262,1
12263,0
12264,0
12265,1
12266,1
12267,1
12268,0
12269,1
12270,1
12271,0
12272,1
12273,1
12274,0
12275,0
12276,1
12277,1
12278,0
12279,1
12280,0
12281,1
12282,0
12283,1
12284,0
12285,1
12286,0
12287,1
12288,1
12289,0
12290,1
12291,1
12292,0
12293,1
12294,0
12295,0
12296,0
12297,0
12298,1
12299,1
12300,1
12301,0
12302,0
12303,0
12304,1
12305,1
12306,1
12307,0
12308,0
12309,0
12310,0
12311,1
12312,0
12313,0
12314,1
12315,0
12316,1
12317,1
12318,1
12319,0
12320,1
12321,1
12322,0
12323,1
12324,0
12325,0
12326,1
12327,1
12328,0
12329,0
12330,0
12331,1
12332,1
12333,1
12334,0
12335,0
12336,1
12337,0
12338,1
12339,0
12340,1
12341,1
12342,1
12343,0
12344,0
12345,1
12346,0
12347,0
12348,1
12349,0
12350,1
12351,1
12352,0
12353,1
12354,0
12355,1
12356,0
12357,0
12358,1
12359,0
12360,0
12361,1
12362,0
12363,1
12364,1
12365,1
12366,0
12367,1
12368,1
12369,1
12370,0
12371,0
12372,0
12373,0
12374,1
12375,0
12376,1
12377,1
12378,1
12379,0
12380,0
12381,0
12382,0
12383,0
12384,1
12385,1
12386,1
12387,1
12388,1
12389,1
12390,0
12391,0
12392,0
12393,0
12394,1
12395,1
12396,0
12397,1
12398,1
12399,1
12400,0
12401,0
12402,0
12403,0
12404,1
12405,1
12406,0
12407,1
12408,1
12409,0
12410,1
12411,0
12412,0
12413,0
12414,1
12415,1
12416,0
12417,1
12418,1
12419,1
12420,0
12421,0
12422,0
12423,0
12424,0
12425,1
12426,1
12427,1
12428,0
12429,0
12430,1
12431,0
12432,1
12433,1
12434,0
12435,1
12436,0
12437,0
12438,1
12439,0
12440,1
12441,1
12442,0
12443,1
12444,0
12445,0
12446,0
12447,1
12448,0
12449,1
12450,1
12451,1
12452,0
12453,1
12454,0
12455,0
12456,1
12457,0
12458,1
12459,0
12460,1
12461,0
12462,0
12463,1
12464,0
12465,1
12466,1
12467,1
12468,0
12469,0
12470,0
12471,1
12472,1
12473,0
12474,1
12475,0
12476,1
12477,1
12478,0
12479,0
12480,1
12481,0
12482,1
12483,0
12484,0
12485,1
12486,1
12487,0
12488,0
12489,1
12490,1
12491,0
12492,1
12493,1
12494,1
12495,0
12496,1
12497,0
12498,1
12499,0
12500,0
12501,1
12502,0
12503,0
12504,1
12505,0
12506,1
12507,0
12508,0
12509,1
12510,1
12511,0
12512,1
12513,0
12514,1
12515,0
12516,0
12517,1
12518,1
12519,0
12520,1
12521,0
12522,1
12523,0
12524,1
12525,1
12526,0
12527,1
12528,0
12529,1
12530,0
12531,1
12532,0
12533,1
12534,0
12535,1
12536,1
12537,1
12538,0
12539,1
12540,0
12541,1
12542,1
12543,1
12544,1
12545,1
12546,0
12547,0
12548,0
12549,0
12550,0
12551,0
12552,0
12553,1
12554,1
12555,0
12556,1
12557,0
12558,0
12559,0
12560,1
12561,0
12562,1
12563,1
12564,0
12565,1
12566,0
12567,0
12568,0
12569,0
12570,0
12571,1
12572,1
12573,0
12574,1
12575,1
12576,1
12577,0
12578,1
12579,1
12580,0
12581,0
12582,1
12583,1
12584,0
12585,1
12586,0
12587,0
12588,0
12589,0
12590,1
12591,0
12592,1
12593,1
12594,1
12595,0
12596,1
12597,0
12598,0
12599,0
12600,1
12601,1
12602,0
12603,1
12604,1
12605,1
12606,0
12607,0
12608,0
12609,0
12610,1
12611,1
12612,1
12613,1
12614,0
12615,0
12616,0
12617,0
12618,1
12619,1
12620,0
12621,1
12622,0
12623,1
12624,1
12625,0
12626,1
12627,0
12628,1
12629,0
12630,1
12631,0
12632,1
12633,1
12634,0
12635,1
12636,0
12637,0
12638,1
12639,1
12640,0
12641,1
12642,0
12643,1
12644,0
12645,1
12646,1
12647,0
12648,1
12649,0
12650,0
12651,1
12652,1
12653,0
12654,0
12655,0
12656,1
12657,1
12658,0
12659,0
12660,0
12661,1
12662,1
12663,0
12664,1
12665,1
12666,0
12667,1
12668,0
12669,1
12670,0
12671,0
12672,0
12673,1
12674,1
12675,0
12676,1
12677,0
12678,1
12679,1
12680,0
12681,0
12682,0
12683,1
12684,0
12685,0
12686,1
12687,1
12688,0
12689,0
12690,0
12691,1
12692,1
12693,0
12694,1
12695,1
12696,0
12697,1
12698,1
12699,1
12700,0
12701,0
12702,1
12703,0
12704,1
12705,0
12706,0
12707,1
12708,1
12709,1
12710,0
12711,0
12712,1
12713,1
12714,1
12715,0
12716,1
12717,0
12718,1
12719,0
12720,1
12721,0
12722,0
12723,0
12724,1
12725,0
12726,1
12727,1
12728,0
12729,0
12730,1
12731,0
12732,0
12733,1
12734,0
12735,0
12736,1
12737,1
12738,1
12739,0
12740,1
12741,0
12742,0
12743,1
12744,1
12745,0
12746,1
12747,0
12748,0
12749,1
12750,0
12751,1
12752,1
12753,0
12754,0
12755,1
12756,1
12757,1
12758,1
12759,0
12760,1
12761,0
12762,1
12763,0
12764,0
12765,0
12766,1
12767,0
12768,0
12769,1
12770,1
12771,1
12772,0
12773,0
12774,0
12775,1
12776,1
12777,1
12778,0
12779,0
12780,0
12781,0
12782,1
12783,1
12784,1
12785,0
12786,1
12787,0
12788,0
12789,1
12790,1
12791,0
12792,1
12793,1
12794,1
12795,0
12796,0
12797,0
12798,1
12799,1
12800,0
12801,0
12802,1
12803,1
12804,0
12805,1
12806,0
12807,1
12808,1
12809,0
12810,0
12811,1
12812,0
12813,0
12814,0
12815,0
12816,1
12817,1
12818,1
12819,1
12820,1
12821,1
12822,0
12823,0
12824,0
12825,0
12826,1
12827,1
12828,0
12829,1
12830,0
12831,1
12832,1
12833,0
12834,0
12835,0
12836,1
12837,1
12838,1
12839,0
12840,0
12841,1
12842,0
12843,0
12844,1
12845,0
12846,1
12847,1
12848,1
12849,1
12850,0
12851,1
12852,1
12853,0
12854,0
12855,0
12856,0
12857,1
12858,0
12859,1
12860,1
12861,0
12862,0
12863,0
12864,1
12865,0
12866,1
12867,1
12868,1
12869,0
12870,1
12871,0
12872,0
12873,1
12874,0
12875,0
12876,1
12877,0
12878,0
12879,0
12880,1
12881,0
12882,1
12883,1
12884,0
12885,1
12886,0
12887,1
12888,1
12889,0
12890,0
12891,0
12892,1
12893,1
12894,1
12895,0
12896,1
12897,0
12898,1
12899,1
12900,0
12901,0
12902,0
12903,1
12904,1
12905,1
12906,1
12907,0
12908,0
12909,1
12910,1
12911,0
12912,0
12913,1
12914,0
12915,0
12916,1
12917,0
12918,0
12919,0
12920,1
12921,1
12922,0
12923,0
12924,0
12925,1
12926,1
12927,1
12928,1
12929,1
12930,0
12931,1
12932,0
12933,1
12934,1
12935,0
12936,0
12937,1
12938,1
12939,0
12940,0
12941,0
12942,1
12943,0
12944,0
12945,1
12946,1
12947,0
12948,1
12949,1
12950,1
12951,1
12952,1
12953,1
12954,1
12955,1
12956,0
12957,0
12958,0
12959,0
12960,0
12961,1
12962,0
12963,0
12964,0
12965,1
12966,0
12967,1
12968,0
12969,1
12970,0
12971,0
12972,1
12973,0
12974,1
12975,1
12976,0
12977,1
12978,0
12979,1
12980,1
12981,0
12982,0
12983,1
12984,0
12985,0
12986,0
12987,1
12988,1
12989,0
12990,1
12991,0
12992,0
12993,1
12994,0
12995,0
12996,1
12997,0
12998,1
12999,1
13000,1
13001,0
13002,1
13003,1
13004,0
13005,1
13006,1
13007,1
13008,0
13009,1
13010,0
13011,0
13012,0
13013,1
13014,0
13015,1
13016,0
13017,1
13018,1
13019,1
13020,0
13021,1
13022,0
13023,0
13024,0
13025,0
13026,1
13027,0
13028,1
13029,0
13030,1
13031,1
13032,0
13033,0
13034,0
13035,1
13036,1
13037,0
13038,1
13039,0
13040,0
13041,1
13042,1
13043,1
13044,0
13045,0
13046,1
13047,1
13048,1
13049,1
13050,0
13051,0
13052,1
13053,0
13054,0
13055,0
13056,0
13057,1
13058,1
13059,0
13060,0
13061,0
13062,1
13063,1
13064,1
13065,1
13066,0
13067,1
13068,0
13069,1
13070,1
13071,1
13072,1
13073,0
13074,0
13075,0
13076,0
13077,1
13078,0
13079,0
13080,0
13081,1
13082,0
13083,0
13084,0
13085,1
13086,1
13087,1
13088,1
13089,1
13090,0
13091,0
13092,0
13093,1
13094,0
13095,1
13096,1
13097,1
13098,0
13099,0
13100,0
13101,0
13102,1
13103,0
13104,1
13105,1
13106,0
13107,1
13108,0
13109,0
13110,1
13111,1
13112,1
13113,1
13114,1
13115,1
13116,0
13117,0
13118,0
13119,1
13120,0
13121,0
13122,0
13123,1
13124,0
13125,1
13126,1
13127,1
13128,1
13129,0
13130,1
13131,0
13132,0
13133,1
13134,1
13135,1
13136,1
13137,0
13138,0
13139,0
13140,1
13141,0
13142,0
13143,0
13144,1
13145,1
13146,0
13147,1
13148,0
13149,0
13150,1
13151,0
13152,0
13153,1
13154,1
13155,1
13156,0
13157,0
13158,1
13159,1
13160,1
13161,1
13162,0
13163,1
13164,0
13165,0
13166,1
13167,1
13168,0
13169,0
13170,0
13171,0
13172,1
13173,0
13174,1
13175,0
13176,1
13177,1
13178,0
13179,0
13180,0
13181,1
13182,0
13183,1
13184,0
13185,1
13186,0
13187,1
13188,0
13189,1
13190,0
13191,1
13192,0
13193,1
13194,0
13195,1
13196,1
13197,0
13198,1
13199,1
13200,1
13201,1
13202,1
13203,1
13204,0
13205,0
13206,0
13207,0
13208,0
13209,1
13210,1
13211,0
13212,0
13213,0
13214,1
13215,1
13216,1
13217,0
13218,0
13219,0
13220,1
13221,1
13222,0
13223,0
13224,1
13225,0
13226,1
13227,1
13228,1
13229,1
13230,0
13231,0
13232,0
13233,1
13234,1
13235,0
13236,1
13237,0
13238,0
13239,1
13240,0
13241,0
13242,1
13243,0
13244,1
13245,1
13246,0
13247,1
13248,1
13249,0
13250,1
13251,0
13252,0
13253,0
13254,1
13255,1
13256,0
13257,1
13258,0
13259,1
13260,1
13261,0
13262,1
13263,0
13264,1
13265,0
13266,0
13267,1
13268,0
13269,0
13270,0
13271,0
13272,1
13273,0
13274,1
13275,1
13276,1
13277,0
13278,1
13279,1
13280,1
13281,0
13282,1
13283,1
13284,0
13285,0
13286,0
13287,0
13288,1
13289,0
13290,0
13291,1
13292,1
13293,1
13294,0
13295,1
13296,1
13297,1
13298,0
13299,0
13300,0
13301,0
13302,1
13303,0
13304,1
13305,0
13306,1
13307,1
13308,0
13309,0
13310,0
13311,1
13312,1
13313,0
13314,0
13315,1
13316,1
13317,0
13318,1
13319,1
13320,1
13321,0
13322,0
13323,1
13324,0
13325,1
13326,1
13327,0
13328,1
13329,0
13330,0
13331,0
13332,0
13333,1
13334,0
13335,1
13336,1
13337,1
13338,1
13339,0
13340,1
13341,0
13342,0
13343,1
13344,0
13345,0
13346,1
13347,1
13348,0
13349,1
13350,0
13351,1
13352,0
13353,1
13354,0
13355,0
13356,1
13357,1
13358,0
13359,0
13360,1
13361,1
13362,1
13363,1
13364,0
13365,0
13366,1
13367,1
13368,0
13369,1
13370,0
13371,1
13372,0
13373,0
13374,1
13375,0
13376,0
13377,1
13378,0
13379,1
13380,0
13381,1
13382,1
13383,1
13384,0
13385,1
13386,0
13387,0
13388,0
13389,1
13390,0
13391,1
13392,0
13393,0
13394,0
13395,1
13396,1
13397,0
13398,1
13399,0
13400,0
13401,1
13402,0
13403,1
13404,1
13405,1
13406,0
13407,1
13408,1
13409,0
13410,0
13411,1
13412,0
13413,0
13414,1
13415,1
13416,1
13417,1
13418,0
13419,1
13420,0
13421,1
13422,0
13423,0
13424,1
13425,1
13426,0
13427,0
13428,0
13429,1
13430,0
13431,0
13432,0
13433,1
13434,1
13435,0
13436,0
13437,1
13438,0
13439,0
13440,1
13441,0
13442,0
13443,1
13444,1
13445,0
13446,1
13447,1
13448,0
13449,0
13450,1
13451,1
13452,1
13453,1
13454,0
13455,1
13456,0
13457,1
13458,0
13459,0
13460,1
13461,1
13462,1
13463,0
13464,1
13465,0
13466,0
13467,1
13468,1
13469,0
13470,1
13471,1
13472,1
13473,0
13474,1
13475,0
13476,0
13477,0
13478,0
13479,1
13480,0
13481,1
13482,0
13483,0
13484,0
13485,1
13486,0
13487,0
13488,1
13489,1
13490,0
13491,1
13492,1
13493,0
13494,1
13495,0
13496,0
13497,1
13498,0
13499,1
13500,0
13501,1
13502,0
13503,0
13504,1
13505,1
13506,1
13507,0
13508,1
13509,1
13510,0
13511,1
13512,0
13513,1
13514,1
13515,0
13516,0
13517,0
13518,1
13519,0
13520,1
13521,1
13522,0
13523,0
13524,1
13525,1
13526,0
13527,1
13528,0
13529,1
13530,1
13531,0
13532,1
13533,0
13534,0
13535,1
13536,0
13537,0
13538,1
13539,1
13540,1
13541,0
13542,1
13543,1
13544,0
13545,0
13546,1
13547,1
13548,0
13549,0
13550,0
13551,0
13552,1
13553,0
13554,1
13555,0
13556,1
13557,0
13558,0
13559,1
13560,1
13561,1
13562,0
13563,0
13564,1
13565,0
13566,1
13567,0
13568,1
13569,1
13570,1
13571,1
13572,0
13573,0
13574,0
13575,1
13576,0
13577,0
13578,1
13579,0
13580,1
13581,0
13582,1
13583,1
13584,0
13585,1
13586,1
13587,0
13588,0
13589,1
13590,0
13591,0
13592,1
13593,0
13594,1
13595,0
13596,0
13597,1
13598,0
13599,0
13600,1
13601,0
13602,1
13603,1
13604,0
13605,0
13606,1
13607,1
13608,1
13609,0
13610,0
13611,1
13612,0
13613,1
13614,1
13615,1
13616,1
13617,0
13618,1
13619,0
13620,1
13621,0
13622,0
13623,0
13624,1
13625,1
13626,0
13627,0
13628,1
13629,1
13630,0
13631,1
13632,0
13633,1
13634,0
13635,1
13636,0
13637,1
13638,1
13639,0
13640,1
13641,1
13642,1
13643,0
13644,1
13645,0
13646,1
13647,0
13648,0
13649,0
13650,0
13651,0
13652,0
13653,1
13654,0
13655,0
13656,1
13657,1
13658,1
13659,1
13660,1
13661,1
13662,0
13663,0
13664,1
13665,0
13666,0
13667,1
13668,1
13669,1
13670,0
13671,0
13672,0
13673,0
13674,1
13675,1
13676,0
13677,1
13678,1
13679,1
13680,0
13681,1
13682,0
13683,0
13684,0
13685,0
13686,1
13687,1
13688,1
13689,0
13690,0
13691,1
13692,1
13693,1
13694,0
13695,0
13696,0
13697,1
13698,0
13699,0
13700,0
13701,1
13702,1
13703,1
13704,0
13705,0
13706,1
13707,1
13708,0
13709,1
13710,0
13711,0
13712,1
13713,1
13714,0
13715,1
13716,0
13717,1
13718,1
13719,0
13720,1
13721,1
13722,1
13723,1
13724,1
13725,0
13726,1
13727,0
13728,0
13729,1
13730,0
13731,0
13732,0
13733,0
13734,0
13735,1
13736,1
13737,0
13738,0
13739,0
13740,1
13741,0
13742,0
13743,1
13744,1
13745,1
13746,0
13747,0
13748,1
13749,1
13750,1
13751,1
13752,0
13753,1
13754,0
13755,0
13756,0
13757,0
13758,1
13759,1
13760,0
13761,0
13762,1
13763,0
13764,1
13765,1
13766,1
13767,0
13768,0
13769,1
13770,0
13771,1
13772,0
13773,1
13774,0
13775,0
13776,1
13777,0
13778,1
13779,0
13780,1
13781,1
13782,1
13783,1
13784,0
13785,1
13786,0
13787,0
13788,0
13789,0
13790,0
13791,1
13792,1
13793,1
13794,0
13795,0
13796,1
13797,1
13798,0
13799,0
13800,0
13801,1
13802,0
13803,1
13804,0
13805,1
13806,1
13807,0
13808,1
13809,0
13810,1
13811,1
13812,0
13813,1
13814,1
13815,0
13816,0
13817,1
13818,0
13819,1
13820,0
13821,0
13822,0
13823,0
13824,1
13825,0
13826,1
13827,1
13828,0
13829,0
13830,0
13831,0
13832,1
13833,1
13834,0
13835,0
13836,1
13837,0
13838,1
13839,1
13840,1
13841,1
13842,1
13843,1
13844,0
13845,0
13846,1
13847,1
13848,0
13849,0
13850,1
13851,0
13852,1
13853,1
13854,1
13855,1
13856,1
13857,0
13858,0
13859,1
13860,0
13861,0
13862,1
13863,0
13864,1
13865,0
13866,1
13867,1
13868,0
13869,0
13870,0
13871,1
13872,0
13873,0
13874,1
13875,0
13876,1
13877,0
13878,1
13879,0
13880,1
13881,1
13882,0
13883,0
13884,1
13885,1
13886,0
13887,1
13888,0
13889,0
13890,0
13891,0
13892,1
13893,1
13894,1
13895,0
13896,1
13897,1
13898,0
13899,1
13900,0
13901,0
13902,1
13903,1
13904,1
13905,0
13906,0
13907,0
13908,1
13909,0
13910,1
13911,0
13912,0
13913,1
13914,1
13915,0
13916,1
13917,1
13918,0
13919,1
13920,0
13921,0
13922,1
13923,1
13924,0
13925,1
13926,1
13927,0
13928,0
13929,0
13930,1
13931,1
13932,0
13933,1
13934,0
13935,1
13936,1
13937,0
13938,0
13939,0
13940,1
13941,0
13942,0
13943,0
13944,1
13945,1
13946,0
13947,1
13948,0
13949,1
13950,1
13951,1
13952,0
13953,1
13954,0
13955,0
13956,0
13957,1
13958,1
13959,0
13960,0
13961,0
13962,1
13963,1
13964,1
13965,1
13966,0
13967,0
13968,1
13969,1
13970,1
13971,0
13972,0
13973,0
13974,1
13975,0
13976,1
13977,0
13978,1
13979,1
13980,0
13981,1
13982,1
13983,0
13984,1
13985,0
13986,1
13987,0
13988,0
13989,0
13990,0
13991,1
13992,0
13993,0
13994,1
13995,1
13996,0
13997,0
13998,1
13999,1
14000,1
14001,0
14002,1
14003,0
14004,0
14005,1
14006,1
14007,0
14008,1
14009,1
14010,0
14011,1
14012,0
14013,1
14014,0
14015,0
14016,1
14017,0
14018,0
14019,1
14020,0
14021,1
14022,1
14023,0
14024,1
14025,1
14026,0
14027,0
14028,1
14029,0
14030,1
14031,1
14032,0
14033,0
14034,1
14035,1
14036,1
14037,0
14038,0
14039,1
14040,1
14041,0
14042,0
14043,1
14044,0
14045,0
14046,1
14047,0
14048,0
14049,1
14050,0
14051,1
14052,1
14053,0
14054,1
14055,0
14056,1
14057,1
14058,0
14059,0
14060,0
14061,1
14062,0
14063,0
14064,0
14065,1
14066,1
14067,1
14068,1
14069,0
14070,1
14071,1
14072,1
14073,0
14074,1
14075,0
14076,0
14077,1
14078,1
14079,0
14080,0
14081,0
14082,1
14083,0
14084,1
14085,1
14086,0
14087,1
14088,0
14089,1
14090,0
14091,0
14092,0
14093,1
14094,1
14095,1
14096,0
14097,1
14098,0
14099,0
14100,1
14101,1
14102,0
14103,1
14104,0
14105,1
14106,0
14107,0
14108,1
14109,0
14110,1
14111,0
14112,1
14113,1
14114,0
14115,1
14116,0
14117,1
14118,0
14119,1
14120,0
14121,1
14122,0
14123,0
14124,1
14125,0
14126,1
14127,0
14128,1
14129,0
14130,1
14131,0
14132,1
14133,0
14134,1
14135,1
14136,0
14137,1
14138,0
14139,0
14140,1
14141,0
14142,0
14143,1
14144,1
14145,1
14146,0
14147,0
14148,1
14149,0
14150,0
14151,1
14152,1
14153,0
14154,1
14155,1
14156,0
14157,0
14158,1
14159,1
14160,0
14161,1
14162,1
14163,0
14164,0
14165,1
14166,1
14167,0
14168,0
14169,0
14170,0
14171,1
14172,1
14173,1
14174,0
14175,1
14176,0
14177,1
14178,0
14179,0
14180,1
14181,1
14182,0
14183,0
14184,1
14185,1
14186,0
14187,1
14188,0
14189,0
14190,1
14191,1
14192,0
14193,0
14194,1
14195,0
